datetime,volt,rotate,pressure,vibration,errorID,comp,failure,target,volt_lag_1h,volt_lag_6h,volt_lag_12h,volt_lag_24h,volt_mean_24h,volt_std_24h,volt_min_24h,volt_max_24h,volt_mean_6h,volt_std_6h,rotate_lag_1h,rotate_lag_6h,rotate_lag_12h,rotate_lag_24h,rotate_mean_24h,rotate_std_24h,rotate_min_24h,rotate_max_24h,rotate_mean_6h,rotate_std_6h,pressure_lag_1h,pressure_lag_6h,pressure_lag_12h,pressure_lag_24h,pressure_mean_24h,pressure_std_24h,pressure_min_24h,pressure_max_24h,pressure_mean_6h,pressure_std_6h,vibration_lag_1h,vibration_lag_6h,vibration_lag_12h,vibration_lag_24h,vibration_mean_24h,vibration_std_24h,vibration_min_24h,vibration_max_24h,vibration_mean_6h,vibration_std_6h,errorID_lag_1h,errorID_lag_6h,errorID_lag_12h,comp_lag_1h,comp_lag_6h,comp_lag_12h,error_count_6h,error_count_24h,maint_count_6h,maint_count_24h,hour,day_of_week,is_weekend,is_working_hours,hours_since_maint,hours_since_error,model_prediction,prediction_correct,probability_class_0,probability_class_1,probability_class_2,probability_class_3,probability_class_4,max_prediction_probability,predicted_class_probability,uncertainty_score_entropy,is_uncertain_entropy,uncertainty_score_margin,is_uncertain_margin,uncertainty_score_confidence,is_uncertain_confidence,uncertainty_consensus_count,is_uncertain_consensus,analysis_timestamp,machine_number,uncertainty_threshold_used
2015-06-28 06:00:00,0.6935264744570072,0.4029668177981086,0.1859434385227004,0.847001267659753,5,0,0,1,0.6935264744570072,0.8503737654785656,0.4896996031392652,0.6056906093944662,0.6020809146356357,0.1266850918783165,0.3849985854645371,0.9300389816438612,0.5946939209362676,0.1129717301592321,0.4029668177981086,0.5825777113570036,0.4826788660435978,0.5514118983316016,0.6097150011035158,0.1464670869737438,0.3176753681138914,0.8844736987328348,0.5783783210775325,0.1473042984987157,0.1859434385227004,0.348527973702972,0.3448435989155674,0.486116574180838,0.378587426049331,0.0987020331562669,0.1859434385227004,0.5613228615993651,0.304261129977273,0.105067868303126,0.847001267659753,0.6955897493905224,0.607356741706622,0.6205064316251535,0.7091375891673337,0.1130344655496119,0.5049450708922094,0.9203724793706066,0.7905725348558921,0.1176628706524861,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,6,6,1,0,337,0,1,True,0.0025939017273618153,0.9254345429604741,0.0033652916542826245,0.0014664367737513317,0.06713982688413019,0.9254345429604741,[0.92543454],0.29723363383826423,True,0.8582947160763439,False,0.9254345429604741,False,1,False,2025-07-25 13:25:48.851583,98,0.2
2015-11-26 06:00:00,0.5106473375031785,0.4559835301756573,0.4576300602683649,0.2079417877141799,0,2,3,3,0.2318431678605147,0.3418701203223612,0.6155412917331776,0.3794658036635215,0.4624866883683829,0.1137306772389588,0.2318431678605147,0.6634658310150495,0.4759407815950416,0.1334923415442002,0.6601712091248362,0.5454265058554175,0.4730859856373952,0.3813798044220095,0.5740553179815059,0.1012621133488765,0.3683123933068482,0.8114603965480744,0.5787903195638172,0.1000927791396528,0.8013818459923105,0.7103136196954907,0.616458115212619,0.5239477898109821,0.6330875915533344,0.0896842899403739,0.4576300602683649,0.8329483691296249,0.6387892189819805,0.1283705090915478,0.533029386602928,0.6426531862081725,0.5111092820950673,0.3948719721581112,0.4851582195508084,0.1026325229711081,0.2079417877141799,0.6877342613049714,0.4455016056988477,0.1591491450109405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6,3,0,0,0,24,3,True,0.05691868039779379,0.003511532894213095,0.005259793357869683,0.9317927183941278,0.002517274955995716,0.9317927183941278,[0.93179272],0.29147542572373647,True,0.874874037996334,False,0.9317927183941278,False,1,False,2025-07-25 13:25:48.851583,98,0.2
2015-07-29 06:00:00,0.3448951308447546,0.6271955228166035,0.7015186415451455,0.4722313689248419,0,2,3,3,0.3509273529496045,0.5697040645519978,0.4697023787928628,0.5722539316252754,0.4552797067373853,0.094629799243245,0.3320708230203438,0.7861824292675327,0.415428415375409,0.0713841863492544,0.7460429203068157,0.7033193713067689,0.6249111087340391,0.5915823040387522,0.6035807091755517,0.1391931468336051,0.2913505497140738,0.8600537703019018,0.5992187363344647,0.1447225004333985,0.6532235128354409,0.8538628183314754,0.7255472566618784,0.6451593879233941,0.6530198015116938,0.0934288215426384,0.4894954148147978,0.8538628183314754,0.6486933031788659,0.071617018737341,0.3242647902128321,0.4112739365952222,0.6742258162421327,0.5366091517187653,0.4689857870975646,0.1418179365591503,0.229950231452378,0.77160970449412,0.4167355674573041,0.1296181594781245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6,2,0,0,0,24,3,True,0.04882038440799551,0.00786869645046019,0.0024115250408461753,0.937778867064689,0.003120527036009003,0.937778867064689,[0.93777887],0.2783252272951333,True,0.8889584826566935,False,0.937778867064689,False,1,False,2025-07-25 13:25:48.851583,98,0.2
2015-08-28 06:00:00,0.678045239393185,0.468047022737293,0.3498349742911503,0.3995355084760988,0,2,2,2,0.3636405277742719,0.3626085632269985,0.4295595201822612,0.5309541397534071,0.4237861886916254,0.1365302850004545,0.23424419130066,0.6973508558389893,0.4920191680059603,0.1727712399210185,0.436949100399667,0.2878425730661277,0.5291777649488592,0.5435690293137057,0.4049790582166699,0.0943907689486273,0.2083957270983767,0.5578489553860808,0.3977189468532547,0.115374127904099,0.4088174880894099,0.438406711800825,0.3236023478755643,0.427897068683737,0.3791606510884045,0.0855190303187704,0.20173981643239,0.5040760398356008,0.3991828233817829,0.0668811964333387,0.5087735756002882,0.5087002495118069,0.539889932683075,0.5143642949294998,0.4736033240640006,0.1022038152771229,0.284793204016659,0.7360034216270802,0.4869763429242765,0.1153995130602514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6,4,0,0,0,24,2,True,0.05126768545507892,0.0021189114858404696,0.9389538556521174,0.002604923893016582,0.005054623513946529,0.9389538556521174,[0.93895386],0.2667164671148563,True,0.8876861701970385,False,0.9389538556521174,False,1,False,2025-07-25 13:25:48.851583,98,0.2
2015-02-14 06:00:00,0.6808901998071045,0.5292997442621905,0.4343420943327212,0.4266917157954549,0,1,1,1,0.4436945290881925,0.5831225946092017,0.3516672022925947,0.6445655013135488,0.6292874563694789,0.1227655488667028,0.3516672022925947,0.8557958639763067,0.5841698603886193,0.0902055418487242,0.4427373214048363,0.5117631139604473,0.4322244499804413,0.7318024292562606,0.589093356758133,0.1054588898930997,0.4322244499804413,0.7894487264829158,0.612639719143483,0.1189370039146971,0.4424753513541855,0.3896214364330174,0.4968612882213463,0.4457219362581401,0.4558975550411679,0.0824808519043887,0.2765312220546501,0.6222877777821407,0.4415419627811598,0.035939689170847,0.415375456604112,0.2523412740771156,0.3822930698334996,0.5017952604921138,0.4385400832427084,0.1408405137137421,0.1793839452043416,0.6868577191915471,0.4207594703831653,0.0458291583607242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,5,1,0,0,24,1,True,0.0377063192481724,0.9541347948291606,0.0020015139120168057,0.00488212369574699,0.0012752483149031696,0.9541347948291606,[0.95413479],0.21531518506910347,True,0.9164284755809883,False,0.9541347948291606,False,1,False,2025-07-25 13:25:48.851583,98,0.2
2015-08-13 06:00:00,0.4613534819281123,0.6333351461634746,0.377653169947613,0.8467529098518144,0,4,1,1,0.5186860913920267,0.6126960229158721,0.7745356712319659,0.6609355634202324,0.6768757927027756,0.1285500087655132,0.3955440089103544,0.8974330280880826,0.6042851138078945,0.1079236739127453,0.8228281343597372,0.5844313266264951,0.760437560536664,0.5797413799860089,0.5833998702376072,0.1082854315768151,0.4049898298629655,0.8228281343597372,0.6363908667603133,0.1242858795796218,0.2505270917906689,0.4143173565089622,0.5468681934567383,0.4076562343477714,0.3928971715060354,0.0936884240036613,0.2169669082565626,0.5468681934567383,0.3140322721546897,0.0867769959990879,0.5039082948360321,0.2633660050385762,0.3919412733285792,0.5253913575065146,0.4661978948959961,0.122671476512231,0.2633660050385762,0.8467529098518144,0.5381764976353588,0.1653567667157905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,6,3,0,0,0,24,1,True,0.029772188518621286,0.9597286125916736,0.00206630202491841,0.0022175929195316787,0.006215303945255195,0.9597286125916736,[0.95972861],0.2019788960933474,True,0.9299564240730523,False,0.9597286125916736,False,1,False,2025-07-25 13:25:48.851583,98,0.2
2015-06-14 05:00:00,0.4652529458385298,0.4077470602314725,0.1983296037192794,0.5427798872998667,0,0,0,2,0.5027052338057986,0.4731720963682052,0.443299389712949,0.4745335692741695,0.4302201310129174,0.0847778139292479,0.2980598130141886,0.6076664178606738,0.4055313630432118,0.0829193860151299,0.4298978555292728,0.3041291447584531,0.5195223404537717,0.7048261817569759,0.465104163325799,0.1079984041367326,0.2646524812588769,0.7048261817569759,0.4277708516832393,0.0894696298823523,0.4017618905010388,0.4108954098513671,0.3928970178978141,0.2927434089216553,0.3795163736170082,0.0981994447689714,0.1494918488552842,0.5716502583424687,0.3468282885783704,0.0919394208652245,0.5473096799008245,0.9816728501764714,0.7654921356148868,0.6594454857724582,0.654107983968968,0.1476630764144485,0.4369801254338099,0.9816728501764714,0.6847560693027469,0.1441829818225957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5,6,1,0,360,23,2,True,0.003500555736716417,0.0008980341495819194,0.9593726197674153,0.0008521055957844776,0.035376684750501916,0.9593726197674153,[0.95937262],0.19012658045120523,False,0.9239959350169134,False,0.9593726197674153,False,0,False,2025-07-25 13:25:48.851583,98,0.2
2015-06-14 04:00:00,0.5027052338057986,0.4298978555292728,0.4017618905010388,0.5473096799008245,0,0,0,2,0.3413170908753168,0.4446123688165647,0.42134047576108,0.5927924055498487,0.430606823656069,0.0849655126567173,0.2980598130141886,0.6076664178606738,0.4068512214648244,0.0841145315403669,0.4520443305367124,0.4674064447391576,0.5229903134738452,0.5714642020065677,0.4774824600560283,0.1177254630830284,0.2646524812588769,0.7048261817569759,0.4105011991044028,0.1030737089877278,0.3337545091197077,0.3342248609563303,0.3303815781342819,0.4646806052859797,0.3834502821671073,0.0923418738822594,0.1494918488552842,0.5716502583424687,0.3822559229337184,0.0579418993689297,0.7313981483935913,0.9144948317354854,0.864390986321813,0.6608170451990473,0.6589690505719926,0.1457466920655571,0.4369801254338099,0.9816728501764714,0.7579048964488478,0.1672372531868866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4,6,1,0,359,22,2,True,0.0017402276367795818,0.0007082660947278361,0.960348328970018,0.0006577876338865447,0.03654538966458813,0.960348328970018,[0.96034833],0.18080410706169614,False,0.9238029393054299,False,0.960348328970018,False,0,False,2025-07-25 13:25:48.851583,98,0.2
2015-03-01 06:00:00,0.5294489626494064,0.6215055862004129,0.4900321909950988,0.901376217432932,0,4,4,4,0.5267346600244543,0.436413693723373,0.3529828380944438,0.4168316582940109,0.4662598570262181,0.1128996796135705,0.2223051847954066,0.660913866426084,0.5439077372512449,0.0454980142422504,0.5866873189453872,0.6800843306852817,0.6868968493704144,0.5149475598855522,0.6004978183186158,0.109040340807496,0.3245345186525195,0.7870777300850731,0.5920628383318326,0.0813655881516263,0.3899729575606999,0.3888957579032778,0.4504398151279118,0.3230758251190859,0.4129106070959921,0.0899370590551552,0.2122876994227726,0.5597426354151684,0.4371341685428743,0.0478657473382091,0.7469615940393616,0.5302534424232127,0.7792636520899122,0.726913615334818,0.6630599646682088,0.1371873956307428,0.3498720436400689,0.901376217432932,0.7099199526834274,0.1115749625848255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,6,6,1,0,0,14,4,True,0.01957642182939859,0.0019760139721427556,0.003879909127332791,0.0027367211239817265,0.9718309339471441,0.9718309339471441,[0.97183093],0.15476541942366273,False,0.9522545121177456,False,0.9718309339471441,False,0,False,2025-07-25 13:25:48.851583,98,0.2
2015-04-30 06:00:00,0.3100396970327302,0.3672140357199332,0.2699106013973427,0.583012866782474,0,4,2,4,0.3100396970327302,0.7950127082484236,0.4835819360964323,0.4825563947476358,0.4519535883005155,0.1376911766392471,0.2270346223764551,0.7950127082484236,0.3681336228312643,0.0697673316090691,0.3672140357199332,0.5539858162345099,0.4620144344619719,0.6081051077744999,0.415140752037527,0.1011957993710504,0.1830764234788327,0.6321220145675961,0.3908027788135482,0.0821939128560264,0.2699106013973427,0.3962980199407632,0.1791032749820289,0.3225532585401004,0.3864100332786837,0.1077126421891844,0.1791032749820289,0.5836437985777616,0.3465932236016921,0.098984468102405,0.583012866782474,0.6540863202541193,0.8209914643356339,0.8578756705926073,0.6805761891174226,0.0949142572262518,0.5094737599351343,0.8585150321836484,0.6618597335730166,0.0909138110616981,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,8.0,6,3,0,0,0,26,4,True,0.014975608315092225,0.001318602737884885,0.005535827861654424,0.0013645968286058964,0.9768053642567627,0.9768053642567627,[0.97680536],0.13235405273049025,False,0.9618297559416704,False,0.9768053642567627,False,0,False,2025-07-25 13:25:48.851583,98,0.2
