,datetime,volt,rotate,pressure,vibration,errorID,comp,failure,target,volt_lag_1h,volt_lag_6h,volt_lag_12h,volt_lag_24h,volt_mean_24h,volt_std_24h,volt_min_24h,volt_max_24h,volt_mean_6h,volt_std_6h,rotate_lag_1h,rotate_lag_6h,rotate_lag_12h,rotate_lag_24h,rotate_mean_24h,rotate_std_24h,rotate_min_24h,rotate_max_24h,rotate_mean_6h,rotate_std_6h,pressure_lag_1h,pressure_lag_6h,pressure_lag_12h,pressure_lag_24h,pressure_mean_24h,pressure_std_24h,pressure_min_24h,pressure_max_24h,pressure_mean_6h,pressure_std_6h,vibration_lag_1h,vibration_lag_6h,vibration_lag_12h,vibration_lag_24h,vibration_mean_24h,vibration_std_24h,vibration_min_24h,vibration_max_24h,vibration_mean_6h,vibration_std_6h,errorID_lag_1h,errorID_lag_6h,errorID_lag_12h,comp_lag_1h,comp_lag_6h,comp_lag_12h,error_count_6h,error_count_24h,maint_count_6h,maint_count_24h,hour,day_of_week,is_weekend,is_working_hours,hours_since_maint,hours_since_error
0,2015-01-01 06:00:00,0.4281640396239565,0.5683206483758825,0.1869035952700708,0.5049878279847936,0,0,0,1,0.0,0.0,0.0,0.0,0.4281640396239565,0.0,0.4281640396239565,0.4281640396239565,0.4281640396239565,0.0,0.0,0.0,0.0,0.0,0.5683206483758825,0.0,0.5683206483758825,0.5683206483758825,0.5683206483758825,0.0,0.0,0.0,0.0,0.0,0.1869035952700708,0.0,0.1869035952700708,0.1869035952700708,0.1869035952700708,0.0,0.0,0.0,0.0,0.0,0.5049878279847936,0.0,0.5049878279847936,0.5049878279847936,0.5049878279847936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
1,2015-01-01 06:00:00,0.6588612821926825,0.711584982924055,0.2113960415996093,0.3175337262846183,0,0,0,1,0.0,0.0,0.0,0.0,0.6588612821926825,0.0,0.6588612821926825,0.6588612821926825,0.6588612821926825,0.0,0.0,0.0,0.0,0.0,0.711584982924055,0.0,0.711584982924055,0.711584982924055,0.711584982924055,0.0,0.0,0.0,0.0,0.0,0.2113960415996093,0.0,0.2113960415996093,0.2113960415996093,0.2113960415996093,0.0,0.0,0.0,0.0,0.0,0.3175337262846183,0.0,0.3175337262846183,0.3175337262846183,0.3175337262846183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
2,2015-01-01 06:00:00,0.6283281082393867,0.592629078156717,0.8459957698008971,0.5195899909908028,0,0,0,3,0.0,0.0,0.0,0.0,0.6283281082393867,0.0,0.6283281082393867,0.6283281082393867,0.6283281082393867,0.0,0.0,0.0,0.0,0.0,0.592629078156717,0.0,0.592629078156717,0.592629078156717,0.592629078156717,0.0,0.0,0.0,0.0,0.0,0.8459957698008971,0.0,0.8459957698008971,0.8459957698008971,0.8459957698008971,0.0,0.0,0.0,0.0,0.0,0.5195899909908028,0.0,0.5195899909908028,0.5195899909908028,0.5195899909908028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
3,2015-01-01 06:00:00,0.4132744711435938,0.6457514656413741,0.6337944768728238,0.6705524533895284,0,2,0,4,0.0,0.0,0.0,0.0,0.4132744711435938,0.0,0.4132744711435938,0.4132744711435938,0.4132744711435938,0.0,0.0,0.0,0.0,0.0,0.6457514656413741,0.0,0.6457514656413741,0.6457514656413741,0.6457514656413741,0.0,0.0,0.0,0.0,0.0,0.6337944768728238,0.0,0.6337944768728238,0.6337944768728238,0.6337944768728238,0.0,0.0,0.0,0.0,0.0,0.6705524533895284,0.0,0.6705524533895284,0.6705524533895284,0.6705524533895284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6,3,0,0,0,0
4,2015-01-01 06:00:00,0.7073517456351166,0.3544032823269912,0.3288954714941964,0.2156613093152268,0,0,0,1,0.0,0.0,0.0,0.0,0.7073517456351166,0.0,0.7073517456351166,0.7073517456351166,0.7073517456351166,0.0,0.0,0.0,0.0,0.0,0.3544032823269912,0.0,0.3544032823269912,0.3544032823269912,0.3544032823269912,0.0,0.0,0.0,0.0,0.0,0.3288954714941964,0.0,0.3288954714941964,0.3288954714941964,0.3288954714941964,0.0,0.0,0.0,0.0,0.0,0.2156613093152268,0.0,0.2156613093152268,0.2156613093152268,0.2156613093152268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
5,2015-01-01 06:00:00,0.5021157314315449,0.4381376587119048,0.517427747904179,0.4903002288053077,0,0,0,4,0.0,0.0,0.0,0.0,0.5021157314315449,0.0,0.5021157314315449,0.5021157314315449,0.5021157314315449,0.0,0.0,0.0,0.0,0.0,0.4381376587119048,0.0,0.4381376587119048,0.4381376587119048,0.4381376587119048,0.0,0.0,0.0,0.0,0.0,0.517427747904179,0.0,0.517427747904179,0.517427747904179,0.517427747904179,0.0,0.0,0.0,0.0,0.0,0.4903002288053077,0.0,0.4903002288053077,0.4903002288053077,0.4903002288053077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
6,2015-01-01 06:00:00,0.6717855886443287,0.3413140000830745,0.2255184969100049,0.589119954478155,0,0,0,1,0.0,0.0,0.0,0.0,0.6717855886443287,0.0,0.6717855886443287,0.6717855886443287,0.6717855886443287,0.0,0.0,0.0,0.0,0.0,0.3413140000830745,0.0,0.3413140000830745,0.3413140000830745,0.3413140000830745,0.0,0.0,0.0,0.0,0.0,0.2255184969100049,0.0,0.2255184969100049,0.2255184969100049,0.2255184969100049,0.0,0.0,0.0,0.0,0.0,0.589119954478155,0.0,0.589119954478155,0.589119954478155,0.589119954478155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
7,2015-01-01 06:00:00,0.5621284507005853,0.4251904474741375,0.4884244309803348,0.1281332977732819,1,0,0,1,0.0,0.0,0.0,0.0,0.5621284507005853,0.0,0.5621284507005853,0.5621284507005853,0.5621284507005853,0.0,0.0,0.0,0.0,0.0,0.4251904474741375,0.0,0.4251904474741375,0.4251904474741375,0.4251904474741375,0.0,0.0,0.0,0.0,0.0,0.4884244309803348,0.0,0.4884244309803348,0.4884244309803348,0.4884244309803348,0.0,0.0,0.0,0.0,0.0,0.1281332977732819,0.0,0.1281332977732819,0.1281332977732819,0.1281332977732819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,3,0,0,0,0
8,2015-01-01 06:00:00,0.5621284507005853,0.4251904474741375,0.4884244309803348,0.1281332977732819,1,0,0,1,0.0,0.0,0.0,0.0,0.5621284507005853,0.0,0.5621284507005853,0.5621284507005853,0.5621284507005853,0.0,0.0,0.0,0.0,0.0,0.4251904474741375,0.0,0.4251904474741375,0.4251904474741375,0.4251904474741375,0.0,0.0,0.0,0.0,0.0,0.4884244309803348,0.0,0.4884244309803348,0.4884244309803348,0.4884244309803348,0.0,0.0,0.0,0.0,0.0,0.1281332977732819,0.0,0.1281332977732819,0.1281332977732819,0.1281332977732819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,3,0,0,0,0
9,2015-01-01 06:00:00,0.5568992576040034,0.6584684224654691,0.9581265746587316,0.5213059187865223,0,0,0,1,0.0,0.0,0.0,0.0,0.5568992576040034,0.0,0.5568992576040034,0.5568992576040034,0.5568992576040034,0.0,0.0,0.0,0.0,0.0,0.6584684224654691,0.0,0.6584684224654691,0.6584684224654691,0.6584684224654691,0.0,0.0,0.0,0.0,0.0,0.9581265746587316,0.0,0.9581265746587316,0.9581265746587316,0.9581265746587316,0.0,0.0,0.0,0.0,0.0,0.5213059187865223,0.0,0.5213059187865223,0.5213059187865223,0.5213059187865223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
