datetime,volt,rotate,pressure,vibration,errorID,comp,failure,target,volt_lag_1h,volt_lag_6h,volt_lag_12h,volt_lag_24h,volt_mean_24h,volt_std_24h,volt_min_24h,volt_max_24h,volt_mean_6h,volt_std_6h,rotate_lag_1h,rotate_lag_6h,rotate_lag_12h,rotate_lag_24h,rotate_mean_24h,rotate_std_24h,rotate_min_24h,rotate_max_24h,rotate_mean_6h,rotate_std_6h,pressure_lag_1h,pressure_lag_6h,pressure_lag_12h,pressure_lag_24h,pressure_mean_24h,pressure_std_24h,pressure_min_24h,pressure_max_24h,pressure_mean_6h,pressure_std_6h,vibration_lag_1h,vibration_lag_6h,vibration_lag_12h,vibration_lag_24h,vibration_mean_24h,vibration_std_24h,vibration_min_24h,vibration_max_24h,vibration_mean_6h,vibration_std_6h,errorID_lag_1h,errorID_lag_6h,errorID_lag_12h,comp_lag_1h,comp_lag_6h,comp_lag_12h,error_count_6h,error_count_24h,maint_count_6h,maint_count_24h,hour,day_of_week,is_weekend,is_working_hours,hours_since_maint,hours_since_error
2015-01-01 06:00:00,0.38934248286558104,0.3494476734506322,0.6038804485999388,0.6700377359932541,0,0,0,0,0.0,0.0,0.0,0.0,0.38934248286558104,0.0,0.38934248286558104,0.38934248286558104,0.38934248286558104,0.0,0.0,0.0,0.0,0.0,0.3494476734506322,0.0,0.3494476734506322,0.3494476734506322,0.3494476734506322,0.0,0.0,0.0,0.0,0.0,0.6038804485999388,0.0,0.6038804485999388,0.6038804485999388,0.6038804485999388,0.0,0.0,0.0,0.0,0.0,0.6700377359932541,0.0,0.6700377359932541,0.6700377359932541,0.6700377359932541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
2015-01-01 07:00:00,0.5326651867045656,0.25108370886608133,0.4129124363638429,0.430714252053681,0,0,0,0,0.38934248286558104,0.0,0.0,0.0,0.46100383478507334,0.10134445578253724,0.38934248286558104,0.5326651867045656,0.46100383478507334,0.10134445578253724,0.3494476734506322,0.0,0.0,0.0,0.3002656911583568,0.06955382638212933,0.25108370886608133,0.3494476734506322,0.3002656911583568,0.06955382638212933,0.6038804485999388,0.0,0.0,0.0,0.5083964424818909,0.13503477644185902,0.4129124363638429,0.6038804485999388,0.5083964424818909,0.13503477644185902,0.6700377359932541,0.0,0.0,0.0,0.5503759940234676,0.16922725839086195,0.430714252053681,0.6700377359932541,0.5503759940234676,0.16922725839086195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,1
2015-01-01 08:00:00,0.2850085865709996,0.5071379544397514,0.31903659023539077,0.6199190619053772,0,0,0,0,0.5326651867045656,0.0,0.0,0.0,0.4023387520470488,0.12433875163000123,0.2850085865709996,0.5326651867045656,0.4023387520470488,0.12433875163000123,0.25108370886608133,0.0,0.0,0.0,0.369223112252155,0.12916750811995992,0.25108370886608133,0.5071379544397514,0.369223112252155,0.12916750811995992,0.4129124363638429,0.0,0.0,0.0,0.44527649173305744,0.14515364264101976,0.31903659023539077,0.6038804485999388,0.44527649173305744,0.14515364264101976,0.430714252053681,0.0,0.0,0.0,0.5735570166507707,0.1262181124933597,0.430714252053681,0.6700377359932541,0.5735570166507707,0.1262181124933597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,1,2,2
2015-01-01 09:00:00,0.4057143700688769,0.5820812713668455,0.49536905279029886,0.5082449003301226,0,0,0,0,0.2850085865709996,0.0,0.0,0.0,0.4031826565525058,0.10153619455082054,0.2850085865709996,0.5326651867045656,0.4031826565525058,0.10153619455082054,0.5071379544397514,0.0,0.0,0.0,0.4224376520308276,0.14983317082020592,0.25108370886608133,0.5820812713668455,0.4224376520308276,0.14983317082020592,0.31903659023539077,0.0,0.0,0.0,0.45779963199736784,0.12113506022737434,0.31903659023539077,0.6038804485999388,0.45779963199736784,0.12113506022737434,0.6199190619053772,0.0,0.0,0.0,0.5572289875706087,0.1081068580101562,0.430714252053681,0.6700377359932541,0.5572289875706087,0.1081068580101562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,1,3,3
2015-01-01 10:00:00,0.6985108039562596,0.5421241109658639,0.4549524940723463,0.5846196319806938,0,0,0,0,0.4057143700688769,0.0,0.0,0.0,0.4622482860332566,0.1586692850953934,0.2850085865709996,0.6985108039562596,0.4622482860332566,0.1586692850953934,0.5820812713668455,0.0,0.0,0.0,0.4463749438178349,0.14036543021345882,0.25108370886608133,0.5820812713668455,0.4463749438178349,0.14036543021345882,0.49536905279029886,0.0,0.0,0.0,0.4572302044123635,0.10491376626110621,0.31903659023539077,0.6038804485999388,0.4572302044123635,0.10491376626110621,0.5082449003301226,0.0,0.0,0.0,0.5627071164526257,0.0944212319442031,0.430714252053681,0.6700377359932541,0.5627071164526257,0.0944212319442031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0,1,4,4
2015-01-01 11:00:00,0.3934960249840015,0.48083533813680246,0.38824106533230196,0.2379739359455701,0,0,0,0,0.6985108039562596,0.0,0.0,0.0,0.4507895758583807,0.14466708630292313,0.2850085865709996,0.6985108039562596,0.4507895758583807,0.14466708630292313,0.5421241109658639,0.0,0.0,0.0,0.4521183428709961,0.12633243049712384,0.25108370886608133,0.5820812713668455,0.4521183428709961,0.12633243049712384,0.4549524940723463,0.0,0.0,0.0,0.4457320145656866,0.09797330707582227,0.31903659023539077,0.6038804485999388,0.4457320145656866,0.09797330707582227,0.5846196319806938,0.0,0.0,0.0,0.5085849197014498,0.1571864126460261,0.2379739359455701,0.6700377359932541,0.5085849197014498,0.1571864126460261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,1,5,5
2015-01-01 12:00:00,0.5578074644517724,0.49899782788290814,0.3801131082510999,0.4167884152250895,0,0,0,0,0.3934960249840015,0.38934248286558104,0.0,0.0,0.4660778456574367,0.13811802888697136,0.2850085865709996,0.6985108039562596,0.47886707278941265,0.14669003888140203,0.48083533813680246,0.3494476734506322,0.0,0.0,0.45881541215841215,0.11667843697691249,0.25108370886608133,0.5820812713668455,0.4770433686097088,0.11638581810844188,0.38824106533230196,0.6038804485999388,0.0,0.0,0.4363578850921742,0.09281214471454884,0.31903659023539077,0.6038804485999388,0.4084374578408801,0.06155234261586514,0.2379739359455701,0.6700377359932541,0.0,0.0,0.49547113334768406,0.14762601401796077,0.2379739359455701,0.6700377359932541,0.46637669957342237,0.13799146703322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,0,1,6,6
2015-01-01 13:00:00,0.530348231026274,0.6143133871762709,0.36120611985438866,0.37406417590563895,0,0,0,0,0.5578074644517724,0.5326651867045656,0.0,0.0,0.4741116438285413,0.12987570241952773,0.2850085865709996,0.6985108039562596,0.4784809135096973,0.14652304625128523,0.49899782788290814,0.25108370886608133,0.0,0.0,0.4782526590356445,0.1212083882278632,0.25108370886608133,0.6143133871762709,0.5375816483280738,0.052008237005518744,0.3801131082510999,0.4129124363638429,0.0,0.0,0.426963914437451,0.08994155211671549,0.31903659023539077,0.6038804485999388,0.3998197384226378,0.06435625491727767,0.4167884152250895,0.430714252053681,0.0,0.0,0.4802952636674284,0.14325692864814832,0.2379739359455701,0.6700377359932541,0.4569350202154154,0.14277474908268722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0,1,7,7
2015-01-01 14:00:00,0.37011317871914906,0.4079378335752718,0.31888764885383225,0.6948722265216933,0,0,0,0,0.530348231026274,0.2850085865709996,0.0,0.0,0.4625562588163867,0.12633676473658478,0.2850085865709996,0.6985108039562596,0.4926650122010556,0.12684629133894648,0.6143133871762709,0.5071379544397514,0.0,0.0,0.4704399006511586,0.11577733779486399,0.25108370886608133,0.6143133871762709,0.5210482948506604,0.07451828383014392,0.36120611985438866,0.31903659023539077,0.0,0.0,0.4149554404837156,0.09152119135913958,0.31888764885383225,0.6038804485999388,0.39979491485904467,0.06439366448426853,0.37406417590563895,0.6199190619053772,0.0,0.0,0.5041371484290135,0.15189848049223653,0.2379739359455701,0.6948722265216933,0.46942721431813467,0.16188707897566282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,0,1,8,8
2015-01-01 15:00:00,0.5085784247997008,0.5115153648514195,0.2807295579069524,0.5759971165786761,0,0,0,0,0.37011317871914906,0.4057143700688769,0.0,0.0,0.46715847541471806,0.11999725032890152,0.2850085865709996,0.6985108039562596,0.5098090213228597,0.11948157043908483,0.4079378335752718,0.5820812713668455,0.0,0.0,0.4745474470711847,0.10992604077200095,0.25108370886608133,0.6143133871762709,0.5092873104314227,0.06826536622598223,0.31888764885383225,0.49536905279029886,0.0,0.0,0.40153285222603924,0.09616187540954625,0.2807295579069524,0.6038804485999388,0.36402166571182026,0.060160637274040085,0.6948722265216933,0.5082449003301226,0.0,0.0,0.5113231452439797,0.14500293350558519,0.2379739359455701,0.6948722265216933,0.4807192503595603,0.1674051388393399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,0,1,9,9
