datetime,volt,rotate,pressure,vibration,errorID,comp,failure,target,volt_lag_1h,volt_lag_6h,volt_lag_12h,volt_lag_24h,volt_mean_24h,volt_std_24h,volt_min_24h,volt_max_24h,volt_mean_6h,volt_std_6h,rotate_lag_1h,rotate_lag_6h,rotate_lag_12h,rotate_lag_24h,rotate_mean_24h,rotate_std_24h,rotate_min_24h,rotate_max_24h,rotate_mean_6h,rotate_std_6h,pressure_lag_1h,pressure_lag_6h,pressure_lag_12h,pressure_lag_24h,pressure_mean_24h,pressure_std_24h,pressure_min_24h,pressure_max_24h,pressure_mean_6h,pressure_std_6h,vibration_lag_1h,vibration_lag_6h,vibration_lag_12h,vibration_lag_24h,vibration_mean_24h,vibration_std_24h,vibration_min_24h,vibration_max_24h,vibration_mean_6h,vibration_std_6h,errorID_lag_1h,errorID_lag_6h,errorID_lag_12h,comp_lag_1h,comp_lag_6h,comp_lag_12h,error_count_6h,error_count_24h,maint_count_6h,maint_count_24h,hour,day_of_week,is_weekend,is_working_hours,hours_since_maint,hours_since_error
2015-01-01 06:00:00,0.6588612821926825,0.711584982924055,0.21139604159960934,0.3175337262846183,0,0,0,1,0.0,0.0,0.0,0.0,0.6588612821926825,0.0,0.6588612821926825,0.6588612821926825,0.6588612821926825,0.0,0.0,0.0,0.0,0.0,0.711584982924055,0.0,0.711584982924055,0.711584982924055,0.711584982924055,0.0,0.0,0.0,0.0,0.0,0.21139604159960934,0.0,0.21139604159960934,0.21139604159960934,0.21139604159960934,0.0,0.0,0.0,0.0,0.0,0.3175337262846183,0.0,0.3175337262846183,0.3175337262846183,0.3175337262846183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
2015-01-01 07:00:00,0.5565744780294684,0.4570047197118512,0.35125607894667543,0.35617561973259393,0,0,0,1,0.6588612821926825,0.0,0.0,0.0,0.6077178801110754,0.07232769284970908,0.5565744780294684,0.6588612821926825,0.6077178801110754,0.07232769284970908,0.711584982924055,0.0,0.0,0.0,0.5842948513179531,0.1800154304736055,0.4570047197118512,0.711584982924055,0.5842948513179531,0.1800154304736055,0.21139604159960934,0.0,0.0,0.0,0.2813260602731424,0.09889598082511422,0.21139604159960934,0.35125607894667543,0.2813260602731424,0.09889598082511422,0.3175337262846183,0.0,0.0,0.0,0.3368546730086061,0.027323944894951595,0.3175337262846183,0.35617561973259393,0.3368546730086061,0.027323944894951595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0,0,1,1
2015-01-01 08:00:00,0.7697357028095546,0.32540249734174953,0.4672195378393087,0.3678063661603135,0,0,0,1,0.5565744780294684,0.0,0.0,0.0,0.6617238210105685,0.10660943923405443,0.5565744780294684,0.7697357028095546,0.6617238210105685,0.10660943923405443,0.4570047197118512,0.0,0.0,0.0,0.49799739999255194,0.19632760356118728,0.32540249734174953,0.711584982924055,0.49799739999255194,0.19632760356118728,0.35125607894667543,0.0,0.0,0.0,0.3432905527951979,0.1280976288314045,0.21139604159960934,0.4672195378393087,0.3432905527951979,0.1280976288314045,0.35617561973259393,0.0,0.0,0.0,0.34717190405917525,0.026317954935056377,0.3175337262846183,0.3678063661603135,0.34717190405917525,0.026317954935056377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,0,1,2,2
2015-01-01 09:00:00,0.6432889771622656,0.4803703939705366,0.32900964551494516,0.6179062016172525,0,0,0,1,0.7697357028095546,0.0,0.0,0.0,0.6571151100484928,0.08753290365796276,0.5565744780294684,0.7697357028095546,0.6571151100484928,0.08753290365796276,0.32540249734174953,0.0,0.0,0.0,0.4935906484870481,0.16054292193069175,0.32540249734174953,0.711584982924055,0.4935906484870481,0.16054292193069175,0.4672195378393087,0.0,0.0,0.0,0.3397203259751347,0.10483473225195443,0.21139604159960934,0.4672195378393087,0.3397203259751347,0.10483473225195443,0.3678063661603135,0.0,0.0,0.0,0.4148554784486945,0.13706210807468083,0.3175337262846183,0.6179062016172525,0.4148554784486945,0.13706210807468083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,0,1,3,3
2015-01-01 10:00:00,0.7648470801441867,0.36617465590872256,0.4297627546303755,0.418038088247787,0,0,0,1,0.6432889771622656,0.0,0.0,0.0,0.6786615040676315,0.08982061229604003,0.5565744780294684,0.7697357028095546,0.6786615040676315,0.08982061229604003,0.4803703939705366,0.0,0.0,0.0,0.468107449971383,0.150258075887711,0.32540249734174953,0.711584982924055,0.468107449971383,0.150258075887711,0.32900964551494516,0.0,0.0,0.0,0.3577288117061828,0.09931902439301876,0.21139604159960934,0.4672195378393087,0.3577288117061828,0.09931902439301876,0.6179062016172525,0.0,0.0,0.0,0.41549200040851303,0.11870780051636569,0.3175337262846183,0.6179062016172525,0.41549200040851303,0.11870780051636569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,0,1,4,4
2015-01-01 11:00:00,0.6548208234826314,0.5899487337834364,0.34150932404041723,0.23266951886627008,0,0,0,1,0.7648470801441867,0.0,0.0,0.0,0.6746880573034648,0.08092541992300338,0.5565744780294684,0.7697357028095546,0.6746880573034648,0.08092541992300338,0.36617465590872256,0.0,0.0,0.0,0.48841433060672523,0.1433045983296067,0.32540249734174953,0.711584982924055,0.48841433060672523,0.1433045983296067,0.4297627546303755,0.0,0.0,0.0,0.3550255637618886,0.08908007735624635,0.21139604159960934,0.4672195378393087,0.3550255637618886,0.08908007735624635,0.418038088247787,0.0,0.0,0.0,0.3850215868181392,0.12978409050787867,0.23266951886627008,0.6179062016172525,0.3850215868181392,0.12978409050787867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,0,1,5,5
2015-01-01 12:00:00,0.7165765051550252,0.19296478089824776,0.5104409209639618,0.38818903956233597,0,0,0,1,0.6548208234826314,0.6588612821926825,0.0,0.0,0.6806721212822592,0.07555196540579308,0.5565744780294684,0.7697357028095546,0.684307261130522,0.08208970545443435,0.5899487337834364,0.711584982924055,0.0,0.0,0.44620725207694273,0.1719987468892613,0.19296478089824776,0.711584982924055,0.40197763026909067,0.13808585509580695,0.34150932404041723,0.21139604159960934,0.0,0.0,0.377227757647899,0.10031589461110517,0.21139604159960934,0.5104409209639618,0.40486637698928063,0.07522785992921878,0.23266951886627008,0.3175337262846183,0.0,0.0,0.38547408006731015,0.11848217183096166,0.23266951886627008,0.6179062016172525,0.3967974723644255,0.1255730411353373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,0,1,6,6
2015-01-01 13:00:00,0.8079353826115019,0.6024516831581122,0.4540336936891922,0.2125337921609215,0,0,0,1,0.7165765051550252,0.5565744780294684,0.0,0.0,0.6965800289484145,0.08316939884846437,0.5565744780294684,0.8079353826115019,0.7262007452275275,0.06653038883313045,0.19296478089824776,0.4570047197118512,0.0,0.0,0.4657378059620889,0.16854935502366344,0.19296478089824776,0.711584982924055,0.42621879084346753,0.1606079568395995,0.5104409209639618,0.35125607894667543,0.0,0.0,0.38682849965306065,0.09676291357491108,0.21139604159960934,0.5104409209639618,0.42199597944636674,0.07222046225395731,0.38818903956233597,0.35617561973259393,0.0,0.0,0.3638565440790116,0.1255831827538969,0.2125337921609215,0.6179062016172525,0.37285716776914674,0.14676994455684322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,3,0,1,7,7
2015-01-01 14:00:00,0.583800454239753,0.4384580851798985,0.3286395602711327,0.3721492226097055,0,0,0,1,0.8079353826115019,0.7697357028095546,0.0,0.0,0.6840489650918966,0.08640459098970527,0.5565744780294684,0.8079353826115019,0.6952115371325607,0.08336909190227833,0.6024516831581122,0.32540249734174953,0.0,0.0,0.46270672587517886,0.15792549338998654,0.19296478089824776,0.711584982924055,0.4450613888164923,0.1528595389899788,0.4540336936891922,0.4672195378393087,0.0,0.0,0.3803630619439576,0.09256833003787056,0.21139604159960934,0.5104409209639618,0.39889931651833743,0.07687456221392423,0.2125337921609215,0.3678063661603135,0.0,0.0,0.36477795280464426,0.11750482868006269,0.2125337921609215,0.6179062016172525,0.37358097717737876,0.14675076171195467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,0,1,8,8
2015-01-01 15:00:00,0.7545596168415276,0.5936815557127164,0.22175948702552895,0.3651705425230757,0,0,0,1,0.583800454239753,0.6432889771622656,0.0,0.0,0.6911000302668597,0.08445946007268681,0.5565744780294684,0.8079353826115019,0.713756643745771,0.0818715382517681,0.4384580851798985,0.4803703939705366,0.0,0.0,0.4758042088589326,0.154546885063559,0.19296478089824776,0.711584982924055,0.463946582440189,0.16463992118268908,0.3286395602711327,0.32900964551494516,0.0,0.0,0.3645027044521147,0.10065935425274476,0.21139604159960934,0.5104409209639618,0.3810242901034347,0.1040435920580317,0.3721492226097055,0.6179062016172525,0.0,0.0,0.3648172117764874,0.11078468447050561,0.2125337921609215,0.6179062016172525,0.3314583673283493,0.08649735818591552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,0,1,9,9
